year,round,name,url
1998,5,Spain,/en/1998/espagne.aspx
1998,6,Monaco,/en/1998/monaco.aspx
1998,7,Canada,/en/1998/canada.aspx
1998,8,France,/en/1998/france.aspx
1998,9,Britain,/en/1998/grande-bretagne.aspx
1998,10,Austria,/en/1998/autriche.aspx
1998,11,Germany,/en/1998/allemagne.aspx
1998,12,Hungary,/en/1998/hongrie.aspx
1998,13,Belgium,/en/1998/belgique.aspx
1998,14,Italy,/en/1998/italie.aspx
1998,15,Luxembourg,/en/1998/luxembourg.aspx
1998,16,Japan,/en/1998/japon.aspx
1999,1,Australia,/en/1999/australie.aspx
1999,2,Brazil,/en/1999/bresil.aspx
1999,3,San Marino,/en/1999/saint-marin.aspx
1999,4,Monaco,/en/1999/monaco.aspx
1999,5,Spain,/en/1999/espagne.aspx
1999,6,Canada,/en/1999/canada.aspx
1999,7,France,/en/1999/france.aspx
1999,8,Britain,/en/1999/grande-bretagne.aspx
1999,9,Austria,/en/1999/autriche.aspx
1999,10,Germany,/en/1999/allemagne.aspx
1999,11,Hungary,/en/1999/hongrie.aspx
1999,12,Belgium,/en/1999/belgique.aspx
1999,13,Italy,/en/1999/italie.aspx
1999,14,Europe,/en/1999/europe.aspx
1999,15,Malaysia,/en/1999/malaisie.aspx
1999,16,Japan,/en/1999/japon.aspx
2000,1,Australia,/en/2000/australie.aspx
2000,2,Brazil,/en/2000/bresil.aspx
2000,3,San Marino,/en/2000/saint-marin.aspx
2000,4,Britain,/en/2000/grande-bretagne.aspx
2000,5,Spain,/en/2000/espagne.aspx
2000,6,Europe,/en/2000/europe.aspx
2000,7,Monaco,/en/2000/monaco.aspx
2000,8,Canada,/en/2000/canada.aspx
2000,9,France,/en/2000/france.aspx
2000,10,Austria,/en/2000/autriche.aspx
2000,11,Germany,/en/2000/allemagne.aspx
2000,12,Hungary,/en/2000/hongrie.aspx
2000,13,Belgium,/en/2000/belgique.aspx
2000,14,Italy,/en/2000/italie.aspx
2000,15,USA,/en/2000/etats-unis.aspx
2000,16,Japan,/en/2000/japon.aspx
2000,17,Malaysia,/en/2000/malaisie.aspx
2001,1,Australia,/en/2001/australie.aspx
2001,2,Malaysia,/en/2001/malaisie.aspx
2001,3,Brazil,/en/2001/bresil.aspx
2001,4,San Marino,/en/2001/saint-marin.aspx
2001,5,Spain,/en/2001/espagne.aspx
2001,6,Austria,/en/2001/autriche.aspx
2001,7,Monaco,/en/2001/monaco.aspx
2001,8,Canada,/en/2001/canada.aspx
2001,9,Europe,/en/2001/europe.aspx
2001,10,France,/en/2001/france.aspx
2001,11,Britain,/en/2001/grande-bretagne.aspx
2001,12,Germany,/en/2001/allemagne.aspx
2001,13,Hungary,/en/2001/hongrie.aspx
2001,14,Belgium,/en/2001/belgique.aspx
2001,15,Italy,/en/2001/italie.aspx
2001,16,USA,/en/2001/etats-unis.aspx
2001,17,Japan,/en/2001/japon.aspx
2002,1,Australia,/en/2002/australie.aspx
2002,2,Malaysia,/en/2002/malaisie.aspx
2002,3,Brazil,/en/2002/bresil.aspx
2002,4,San Marino,/en/2002/saint-marin.aspx
2002,5,Spain,/en/2002/espagne.aspx
2002,6,Austria,/en/2002/autriche.aspx
2002,7,Monaco,/en/2002/monaco.aspx
2002,8,Canada,/en/2002/canada.aspx
2002,9,Europe,/en/2002/europe.aspx
2002,10,Britain,/en/2002/grande-bretagne.aspx
2002,11,France,/en/2002/france.aspx
2002,12,Germany,/en/2002/allemagne.aspx
2002,13,Hungary,/en/2002/hongrie.aspx
2002,14,Belgium,/en/2002/belgique.aspx
2002,15,Italy,/en/2002/italie.aspx
2002,16,USA,/en/2002/etats-unis.aspx
2002,17,Japan,/en/2002/japon.aspx
2003,1,Australia,/en/2003/australie.aspx
2003,2,Malaysia,/en/2003/malaisie.aspx
2003,3,Brazil,/en/2003/bresil.aspx
2003,4,San Marino,/en/2003/saint-marin.aspx
2003,5,Spain,/en/2003/espagne.aspx
2003,6,Austria,/en/2003/autriche.aspx
2003,7,Monaco,/en/2003/monaco.aspx
2003,8,Canada,/en/2003/canada.aspx
2003,9,Europe,/en/2003/europe.aspx
2003,10,France,/en/2003/france.aspx
2003,11,Britain,/en/2003/grande-bretagne.aspx
2003,12,Germany,/en/2003/allemagne.aspx
2003,13,Hungary,/en/2003/hongrie.aspx
2003,14,Italy,/en/2003/italie.aspx
2003,15,USA,/en/2003/etats-unis.aspx
2003,16,Japan,/en/2003/japon.aspx
2004,1,Australia,/en/2004/australie.aspx
2004,2,Malaysia,/en/2004/malaisie.aspx
2004,3,Bahrain,/en/2004/bahrein.aspx
2004,4,San Marino,/en/2004/saint-marin.aspx
2004,5,Spain,/en/2004/espagne.aspx
2004,6,Monaco,/en/2004/monaco.aspx
2004,7,Europe,/en/2004/europe.aspx
2004,8,Canada,/en/2004/canada.aspx
2004,9,USA,/en/2004/etats-unis.aspx
2004,10,France,/en/2004/france.aspx
2004,11,Britain,/en/2004/grande-bretagne.aspx
2004,12,Germany,/en/2004/allemagne.aspx
2004,13,Hungary,/en/2004/hongrie.aspx
2004,14,Belgium,/en/2004/belgique.aspx
2004,15,Italy,/en/2004/italie.aspx
2004,16,China,/en/2004/chine.aspx
2004,17,Japan,/en/2004/japon.aspx
2004,18,Brazil,/en/2004/bresil.aspx
2005,1,Australia,/en/2005/australie.aspx
2005,2,Malaysia,/en/2005/malaisie.aspx
2005,3,Bahrain,/en/2005/bahrein.aspx
2005,4,San Marino,/en/2005/saint-marin.aspx
2005,5,Spain,/en/2005/espagne.aspx
2005,6,Monaco,/en/2005/monaco.aspx
2005,7,Europe,/en/2005/europe.aspx
2005,8,Canada,/en/2005/canada.aspx
2005,9,USA,/en/2005/etats-unis.aspx
2005,10,France,/en/2005/france.aspx
2005,11,Britain,/en/2005/grande-bretagne.aspx
2005,12,Germany,/en/2005/allemagne.aspx
2005,13,Hungary,/en/2005/hongrie.aspx
2005,14,Turkey,/en/2005/turquie.aspx
2005,15,Italy,/en/2005/italie.aspx
2005,16,Belgium,/en/2005/belgique.aspx
2005,17,Brazil,/en/2005/bresil.aspx
2005,18,Japan,/en/2005/japon.aspx
2005,19,China,/en/2005/chine.aspx
2006,1,Bahrain,/en/2006/bahrein.aspx
2006,2,Malaysia,/en/2006/malaisie.aspx
2006,3,Australia,/en/2006/australie.aspx
2006,4,San Marino,/en/2006/saint-marin.aspx
2006,5,Europe,/en/2006/europe.aspx
2006,6,Spain,/en/2006/espagne.aspx
2006,7,Monaco,/en/2006/monaco.aspx
2006,8,Britain,/en/2006/grande-bretagne.aspx
2006,9,Canada,/en/2006/canada.aspx
2006,10,USA,/en/2006/etats-unis.aspx
2006,11,France,/en/2006/france.aspx
2006,12,Germany,/en/2006/allemagne.aspx
2006,13,Hungary,/en/2006/hongrie.aspx
2006,14,Turkey,/en/2006/turquie.aspx
2006,15,Italy,/en/2006/italie.aspx
2006,16,China,/en/2006/chine.aspx
2006,17,Japan,/en/2006/japon.aspx
2006,18,Brazil,/en/2006/bresil.aspx
2007,1,Australia,/en/2007/australie.aspx
2007,2,Malaysia,/en/2007/malaisie.aspx
2007,3,Bahrain,/en/2007/bahrein.aspx
2007,4,Spain,/en/2007/espagne.aspx
2007,5,Monaco,/en/2007/monaco.aspx
2007,6,Canada,/en/2007/canada.aspx
2007,7,USA,/en/2007/etats-unis.aspx
2007,8,France,/en/2007/france.aspx
2007,9,Britain,/en/2007/grande-bretagne.aspx
2007,10,Europe,/en/2007/europe.aspx
2007,11,Hungary,/en/2007/hongrie.aspx
2007,12,Turkey,/en/2007/turquie.aspx
2007,13,Italy,/en/2007/italie.aspx
2007,14,Belgium,/en/2007/belgique.aspx
2007,15,Japan,/en/2007/japon.aspx
2007,16,China,/en/2007/chine.aspx
2007,17,Brazil,/en/2007/bresil.aspx
2008,1,Australia,/en/2008/australie.aspx
2008,2,Malaysia,/en/2008/malaisie.aspx
2008,3,Bahrain,/en/2008/bahrein.aspx
2008,4,Spain,/en/2008/espagne.aspx
2008,5,Turkey,/en/2008/turquie.aspx
2008,6,Monaco,/en/2008/monaco.aspx
2008,7,Canada,/en/2008/canada.aspx
2008,8,France,/en/2008/france.aspx
2008,9,Britain,/en/2008/grande-bretagne.aspx
2008,10,Germany,/en/2008/allemagne.aspx
2008,11,Hungary,/en/2008/hongrie.aspx
2008,12,Europe,/en/2008/europe.aspx
2008,13,Belgium,/en/2008/belgique.aspx
2008,14,Italy,/en/2008/italie.aspx
2008,15,Singapore,/en/2008/singapour.aspx
2008,16,Japan,/en/2008/japon.aspx
2008,17,China,/en/2008/chine.aspx
2008,18,Brazil,/en/2008/bresil.aspx
2009,1,Australia,/en/2009/australie.aspx
2009,2,Malaysia,/en/2009/malaisie.aspx
2009,3,China,/en/2009/chine.aspx
2009,4,Bahrain,/en/2009/bahrein.aspx
2009,5,Spain,/en/2009/espagne.aspx
2009,6,Monaco,/en/2009/monaco.aspx
2009,7,Turkey,/en/2009/turquie.aspx
2009,8,Britain,/en/2009/grande-bretagne.aspx
2009,9,Germany,/en/2009/allemagne.aspx
2009,10,Hungary,/en/2009/hongrie.aspx
2009,11,Europe,/en/2009/europe.aspx
2009,12,Belgium,/en/2009/belgique.aspx
2009,13,Italy,/en/2009/italie.aspx
2009,14,Singapore,/en/2009/singapour.aspx
2009,15,Japan,/en/2009/japon.aspx
2009,16,Brazil,/en/2009/bresil.aspx
2009,17,Abu Dhabi,/en/2009/abou-dhabi.aspx
2010,1,Bahrain,/en/2010/bahrein.aspx
2010,2,Australia,/en/2010/australie.aspx
2010,3,Malaysia,/en/2010/malaisie.aspx
2010,4,China,/en/2010/chine.aspx
2010,5,Spain,/en/2010/espagne.aspx
2010,6,Monaco,/en/2010/monaco.aspx
2010,7,Turkey,/en/2010/turquie.aspx
2010,8,Canada,/en/2010/canada.aspx
2010,9,Europe,/en/2010/europe.aspx
2010,10,Britain,/en/2010/grande-bretagne.aspx
2010,11,Germany,/en/2010/allemagne.aspx
2010,12,Hungary,/en/2010/hongrie.aspx
2010,13,Belgium,/en/2010/belgique.aspx
2010,14,Italy,/en/2010/italie.aspx
2010,15,Singapore,/en/2010/singapour.aspx
2010,16,Japan,/en/2010/japon.aspx
2010,17,South Korea,/en/2010/coree-du-sud.aspx
2010,18,Brazil,/en/2010/bresil.aspx
2010,19,Abu Dhabi,/en/2010/abou-dhabi.aspx
2011,1,Australia,/en/2011/australie.aspx
2011,2,Malaysia,/en/2011/malaisie.aspx
2011,3,China,/en/2011/chine.aspx
2011,4,Turkey,/en/2011/turquie.aspx
2011,5,Spain,/en/2011/espagne.aspx
2011,6,Monaco,/en/2011/monaco.aspx
2011,7,Canada,/en/2011/canada.aspx
2011,8,Europe,/en/2011/europe.aspx
2011,9,Britain,/en/2011/grande-bretagne.aspx
2011,10,Germany,/en/2011/allemagne.aspx
2011,11,Hungary,/en/2011/hongrie.aspx
2011,12,Belgium,/en/2011/belgique.aspx
2011,13,Italy,/en/2011/italie.aspx
2011,14,Singapore,/en/2011/singapour.aspx
2011,15,Japan,/en/2011/japon.aspx
2011,16,South Korea,/en/2011/coree-du-sud.aspx
2011,17,India,/en/2011/inde.aspx
2011,18,Abu Dhabi,/en/2011/abou-dhabi.aspx
2011,19,Brazil,/en/2011/bresil.aspx
2012,1,Australia,/en/2012/australie.aspx
2012,2,Malaysia,/en/2012/malaisie.aspx
2012,3,China,/en/2012/chine.aspx
2012,4,Bahrain,/en/2012/bahrein.aspx
2012,5,Spain,/en/2012/espagne.aspx
2012,6,Monaco,/en/2012/monaco.aspx
2012,7,Canada,/en/2012/canada.aspx
2012,8,Europe,/en/2012/europe.aspx
2012,9,Britain,/en/2012/grande-bretagne.aspx
2012,10,Germany,/en/2012/allemagne.aspx
2012,11,Hungary,/en/2012/hongrie.aspx
2012,12,Belgium,/en/2012/belgique.aspx
2012,13,Italy,/en/2012/italie.aspx
2012,14,Singapore,/en/2012/singapour.aspx
2012,15,Japan,/en/2012/japon.aspx
2012,16,South Korea,/en/2012/coree-du-sud.aspx
2012,17,India,/en/2012/inde.aspx
2012,18,Abu Dhabi,/en/2012/abou-dhabi.aspx
2012,19,USA,/en/2012/etats-unis.aspx
2012,20,Brazil,/en/2012/bresil.aspx
2013,1,Australia,/en/2013/australie.aspx
2013,2,Malaysia,/en/2013/malaisie.aspx
2013,3,China,/en/2013/chine.aspx
2013,4,Bahrain,/en/2013/bahrein.aspx
2013,5,Spain,/en/2013/espagne.aspx
2013,6,Monaco,/en/2013/monaco.aspx
2013,7,Canada,/en/2013/canada.aspx
2013,8,Britain,/en/2013/grande-bretagne.aspx
2013,9,Germany,/en/2013/allemagne.aspx
2013,10,Hungary,/en/2013/hongrie.aspx
2013,11,Belgium,/en/2013/belgique.aspx
2013,12,Italy,/en/2013/italie.aspx
2013,13,Singapore,/en/2013/singapour.aspx
2013,14,South Korea,/en/2013/coree-du-sud.aspx
2013,15,Japan,/en/2013/japon.aspx
2013,16,India,/en/2013/inde.aspx
2013,17,Abu Dhabi,/en/2013/abou-dhabi.aspx
2013,18,USA,/en/2013/etats-unis.aspx
2013,19,Brazil,/en/2013/bresil.aspx
2014,1,Australia,/en/2014/australie.aspx
2014,2,Malaysia,/en/2014/malaisie.aspx
2014,3,Bahrain,/en/2014/bahrein.aspx
2014,4,China,/en/2014/chine.aspx
2014,5,Spain,/en/2014/espagne.aspx
2014,6,Monaco,/en/2014/monaco.aspx
2014,7,Canada,/en/2014/canada.aspx
2014,8,Austria,/en/2014/autriche.aspx
2014,9,Britain,/en/2014/grande-bretagne.aspx
2014,10,Germany,/en/2014/allemagne.aspx
2014,11,Hungary,/en/2014/hongrie.aspx
2014,12,Belgium,/en/2014/belgique.aspx
2014,13,Italy,/en/2014/italie.aspx
2014,14,Singapore,/en/2014/singapour.aspx
2014,15,Japan,/en/2014/japon.aspx
2014,16,Russia,/en/2014/russie.aspx
2014,17,USA,/en/2014/etats-unis.aspx
2014,18,Brazil,/en/2014/bresil.aspx
2014,19,Abu Dhabi,/en/2014/abou-dhabi.aspx
2015,1,Australia,/en/2015/australie.aspx
2015,2,Malaysia,/en/2015/malaisie.aspx
2015,3,China,/en/2015/chine.aspx
2015,4,Bahrain,/en/2015/bahrein.aspx
2015,5,Spain,/en/2015/espagne.aspx
2015,6,Monaco,/en/2015/monaco.aspx
2015,7,Canada,/en/2015/canada.aspx
2015,8,Austria,/en/2015/autriche.aspx
2015,9,Britain,/en/2015/grande-bretagne.aspx
2015,10,Hungary,/en/2015/hongrie.aspx
2015,11,Belgium,/en/2015/belgique.aspx
2015,12,Italy,/en/2015/italie.aspx
2015,13,Singapore,/en/2015/singapour.aspx
2015,14,Japan,/en/2015/japon.aspx
2015,15,Russia,/en/2015/russie.aspx
2015,16,USA,/en/2015/etats-unis.aspx
2015,17,Mexico,/en/2015/mexique.aspx
2015,18,Brazil,/en/2015/bresil.aspx
2015,19,Abu Dhabi,/en/2015/abou-dhabi.aspx
2016,1,Australia,/en/2016/australie.aspx
2016,2,Bahrain,/en/2016/bahrein.aspx
2016,3,China,/en/2016/chine.aspx
2016,4,Russia,/en/2016/russie.aspx
2016,5,Spain,/en/2016/espagne.aspx
2016,6,Monaco,/en/2016/monaco.aspx
2016,7,Canada,/en/2016/canada.aspx
2016,8,Europe,/en/2016/europe.aspx
2016,9,Austria,/en/2016/autriche.aspx
2016,10,Britain,/en/2016/grande-bretagne.aspx
2016,11,Hungary,/en/2016/hongrie.aspx
2016,12,Germany,/en/2016/allemagne.aspx
2016,13,Belgium,/en/2016/belgique.aspx
2016,14,Italy,/en/2016/italie.aspx
2016,15,Singapore,/en/2016/singapour.aspx
2016,16,Malaysia,/en/2016/malaisie.aspx
2016,17,Japan,/en/2016/japon.aspx
2016,18,USA,/en/2016/etats-unis.aspx
2016,19,Mexico,/en/2016/mexique.aspx
2016,20,Brazil,/en/2016/bresil.aspx
2016,21,Abu Dhabi,/en/2016/abou-dhabi.aspx
2017,1,Australia,/en/2017/australie.aspx
2017,2,China,/en/2017/chine.aspx
2017,3,Bahrain,/en/2017/bahrein.aspx
2017,4,Russia,/en/2017/russie.aspx
2017,5,Spain,/en/2017/espagne.aspx
2017,6,Monaco,/en/2017/monaco.aspx
2017,7,Canada,/en/2017/canada.aspx
2017,8,Azerbaijan,/en/2017/azerbaidjan.aspx
2017,9,Austria,/en/2017/autriche.aspx
2017,10,Britain,/en/2017/grande-bretagne.aspx
2017,11,Hungary,/en/2017/hongrie.aspx
2017,12,Belgium,/en/2017/belgique.aspx
2017,13,Italy,/en/2017/italie.aspx
2017,14,Singapore,/en/2017/singapour.aspx
2017,15,Malaysia,/en/2017/malaisie.aspx
2017,16,Japan,/en/2017/japon.aspx
2017,17,USA,/en/2017/etats-unis.aspx
2017,18,Mexico,/en/2017/mexique.aspx
2017,19,Brazil,/en/2017/bresil.aspx
2017,20,Abu Dhabi,/en/2017/abou-dhabi.aspx
2018,1,Australia,/en/2018/australie.aspx
2018,2,Bahrain,/en/2018/bahrein.aspx
2018,3,China,/en/2018/chine.aspx
2018,4,Azerbaijan,/en/2018/azerbaidjan.aspx
2018,5,Spain,/en/2018/espagne.aspx
2018,6,Monaco,/en/2018/monaco.aspx
2018,7,Canada,/en/2018/canada.aspx
2018,8,France,/en/2018/france.aspx
2018,9,Austria,/en/2018/autriche.aspx
2018,10,Britain,/en/2018/grande-bretagne.aspx
2018,11,Germany,/en/2018/allemagne.aspx
2018,12,Hungary,/en/2018/hongrie.aspx
2018,13,Belgium,/en/2018/belgique.aspx
2018,14,Italy,/en/2018/italie.aspx
2018,15,Singapore,/en/2018/singapour.aspx
2018,16,Russia,/en/2018/russie.aspx
2018,17,Japan,/en/2018/japon.aspx
2018,18,USA,/en/2018/etats-unis.aspx
2018,19,Mexico,/en/2018/mexique.aspx
2018,20,Brazil,/en/2018/bresil.aspx
2018,21,Abu Dhabi,/en/2018/abou-dhabi.aspx
2019,1,Australia,/en/2019/australie.aspx
2019,2,Bahrain,/en/2019/bahrein.aspx
2019,3,China,/en/2019/chine.aspx
2019,4,Azerbaijan,/en/2019/azerbaidjan.aspx
2019,5,Spain,/en/2019/espagne.aspx
2019,6,Monaco,/en/2019/monaco.aspx
2019,7,Canada,/en/2019/canada.aspx
2019,8,France,/en/2019/france.aspx
2019,9,Austria,/en/2019/autriche.aspx
2019,10,Britain,/en/2019/grande-bretagne.aspx
2019,11,Germany,/en/2019/allemagne.aspx
2019,12,Hungary,/en/2019/hongrie.aspx
2019,13,Belgium,/en/2019/belgique.aspx
2019,14,Italy,/en/2019/italie.aspx
2019,15,Singapore,/en/2019/singapour.aspx
2019,16,Russia,/en/2019/russie.aspx
2019,17,Japan,/en/2019/japon.aspx
2019,18,Mexico,/en/2019/mexique.aspx
2019,19,USA,/en/2019/etats-unis.aspx
2019,20,Brazil,/en/2019/bresil.aspx
2019,21,Abu Dhabi,/en/2019/abou-dhabi.aspx
