year,team,p_average
2015,Red Bull,9.131578947368421
2015,Sauber,12.605263157894736
2015,Toro Rosso,11.947368421052632
2015,Williams,8.157894736842104
2016,Ferrari,7.4523809523809526
2016,Force India,9.952380952380953
2016,Haas,14.452380952380953
2016,Manor,17.61904761904762
2016,McLaren,12.841269841269842
2016,Mercedes,3.4761904761904763
2016,Red Bull,5.738095238095238
2016,Renault,15.571428571428571
2016,Sauber,15.904761904761905
2016,Toro Rosso,13.166666666666666
2016,Williams,10.523809523809524
2017,Ferrari,5.475
2017,Force India,8.35
2017,Haas,12.525
2017,McLaren,13.875
2017,Mercedes,3.175
2017,Red Bull,8.65
2017,Renault,13.25
2017,Sauber,15.2
2017,Toro Rosso,13.1
2017,Williams,11.583333333333332
2018,Ferrari,4.928571428571429
2018,Force India,11.142857142857142
2018,Haas,11.904761904761905
2018,McLaren,12.785714285714286
2018,Mercedes,3.857142857142857
2018,Red Bull,7.642857142857143
2018,Renault,11.071428571428571
2018,Sauber,12.785714285714286
2018,Toro Rosso,13.904761904761905
2018,Williams,14.880952380952381
