constructorStandingsId,raceId,constructorId,points,position,positionText,wins,raceId2
3413,299,29,5.0,6,6,0,527
3414,299,17,0.0,13,13,0,527
3415,299,33,1.0,11,11,0,527
3416,299,34,0.0,14,14,0,527
3417,299,25,4.0,7,7,0,527
3418,299,35,2.0,10,10,0,527
3419,299,6,16.0,4,4,0,527
3420,299,18,0.0,12,12,0,527
3421,299,37,3.0,9,9,0,527
3422,299,36,0.0,15,15,0,527
3423,300,3,142.0,1,1,8,528
3424,300,1,60.0,3,3,3,528
3425,300,22,64.0,2,2,1,528
3426,300,32,11.0,5,5,0,528
3427,300,27,4.0,8,8,0,528
3428,300,29,5.0,6,6,0,528
3429,300,17,0.0,13,13,0,528
3430,300,33,1.0,11,11,0,528
3431,300,34,0.0,15,15,0,528
3432,300,25,4.0,7,7,0,528
3433,300,35,2.0,10,10,0,528
3434,300,6,16.0,4,4,0,528
3435,300,18,0.0,12,12,0,528
3436,300,37,3.0,9,9,0,528
3437,300,36,0.0,14,14,0,528
3438,301,3,144.0,1,1,8,529
3439,301,1,73.0,3,3,4,529
3440,301,22,74.0,2,2,1,529
3441,301,32,11.0,5,5,0,529
3442,301,27,4.0,8,8,0,529
3443,301,29,5.0,6,6,0,529
3444,301,17,0.0,13,13,0,529
3445,301,33,1.0,11,11,0,529
3446,301,34,0.0,15,15,0,529
3447,301,25,5.0,7,7,0,529
3448,301,35,2.0,10,10,0,529
3449,301,6,16.0,4,4,0,529
3450,301,18,0.0,12,12,0,529
3451,301,37,3.0,9,9,0,529
3452,301,36,0.0,14,14,0,529
3453,302,3,154.0,1,1,9,530
3454,302,1,83.0,2,2,4,530
3455,302,22,77.0,3,3,1,530
3456,302,32,13.0,5,5,0,530
3457,302,27,4.0,8,8,0,530
3458,302,29,6.0,6,6,0,530
3459,302,17,0.0,13,13,0,530
3460,302,33,1.0,11,11,0,530
3461,302,34,0.0,15,15,0,530
3462,302,25,5.0,7,7,0,530
3463,302,35,2.0,10,10,0,530
3464,302,6,16.0,4,4,0,530
3465,302,18,0.0,12,12,0,530
3466,302,37,3.0,9,9,0,530
3467,302,36,0.0,14,14,0,530
3468,303,3,164.0,1,1,10,531
3469,303,1,89.0,2,2,4,531
3470,303,22,81.0,3,3,1,531
3471,303,32,13.0,5,5,0,531
3472,303,27,4.0,8,8,0,531
3473,303,29,6.0,7,7,0,531
3474,303,17,0.0,13,13,0,531
3475,303,33,1.0,12,12,0,531
3476,303,34,0.0,15,15,0,531
3477,303,25,8.0,6,6,0,531
3478,303,35,2.0,10,10,0,531
3479,303,6,18.0,4,4,0,531
3480,303,18,1.0,11,11,0,531
3481,303,37,3.0,9,9,0,531
3482,303,36,0.0,14,14,0,531
3483,304,3,164.0,1,1,10,532
3484,304,1,99.0,2,2,5,532
3485,304,22,91.0,3,3,1,532
3486,304,32,13.0,5,5,0,532
3487,304,27,6.0,8,8,0,532
3488,304,29,6.0,7,7,0,532
3489,304,17,1.0,11,11,0,532
3490,304,33,1.0,13,13,0,532
3491,304,34,0.0,15,15,0,532
3492,304,25,8.0,6,6,0,532
3493,304,35,2.0,10,10,0,532
3494,304,6,21.0,4,4,0,532
3495,304,18,1.0,12,12,0,532
3496,304,37,3.0,9,9,0,532
3497,304,36,0.0,14,14,0,532
8247,305,36,0.0,18,18,0,501
8246,305,42,0.0,17,17,0,501
8245,305,35,0.0,16,16,0,501
8244,305,27,0.0,15,15,0,501
8243,305,41,0.0,14,14,0,501
8242,305,29,0.0,13,13,0,501
8241,305,3,0.0,12,12,0,501
8240,305,32,0.0,11,11,0,501
8239,305,34,0.0,10,10,0,501
8238,305,17,0.0,9,9,0,501
8237,305,18,0.0,8,8,0,501
8236,305,39,0.0,7,7,0,501
8235,305,40,0.0,6,6,0,501
8234,305,33,1.0,5,5,0,501
8233,305,25,5.0,3,3,0,501
8232,305,22,4.0,4,4,0,501
8231,305,6,6.0,2,2,0,501
8230,305,1,10.0,1,1,1,501
8265,306,36,0.0,17,17,0,502
8264,306,42,0.0,18,18,0,502
8263,306,35,0.0,14,14,0,502
8262,306,27,0.0,12,12,0,502
8261,306,41,0.0,16,16,0,502
8260,306,29,0.0,15,15,0,502
8259,306,3,6.0,3,3,0,502
8258,306,32,0.0,10,10,0,502
8257,306,34,0.0,13,13,0,502
8256,306,17,0.0,11,11,0,502
8255,306,18,0.0,8,8,0,502
8254,306,39,0.0,9,9,0,502
8253,306,40,0.0,7,7,0,502
8252,306,33,1.0,6,6,0,502
8251,306,25,5.0,5,5,0,502
8250,306,22,6.0,4,4,0,502
8249,306,6,10.0,2,2,0,502
8248,306,1,24.0,1,1,2,502
8284,307,26,0.0,17,17,0,503
8283,307,36,0.0,18,18,0,503
8282,307,42,0.0,19,19,0,503
8281,307,35,4.0,6,6,0,503
8280,307,27,0.0,11,11,0,503
8279,307,41,0.0,15,15,0,503
8278,307,29,0.0,16,16,0,503
8277,307,3,6.0,3,3,0,503
8276,307,32,3.0,8,8,0,503
8275,307,34,0.0,12,12,0,503
8274,307,17,0.0,14,14,0,503
8273,307,18,3.0,7,7,0,503
8272,307,39,0.0,13,13,0,503
8271,307,40,0.0,10,10,0,503
8270,307,33,1.0,9,9,0,503
8269,307,25,5.0,5,5,0,503
8268,307,22,6.0,4,4,0,503
8267,307,6,10.0,2,2,0,503
8266,307,1,40.0,1,1,3,503
8303,308,26,0.0,15,15,0,504
8302,308,36,0.0,18,18,0,504
8301,308,42,0.0,19,19,0,504
8300,308,35,5.0,5,5,0,504
8299,308,27,0.0,10,10,0,504
8298,308,41,0.0,16,16,0,504
8297,308,29,0.0,17,17,0,504
8296,308,3,12.0,3,3,0,504
8295,308,32,3.0,8,8,0,504
8294,308,34,0.0,13,13,0,504
8293,308,17,0.0,12,12,0,504
8292,308,18,3.0,7,7,0,504
8291,308,39,0.0,14,14,0,504
8290,308,40,0.0,11,11,0,504
8289,308,33,1.0,9,9,0,504
8288,308,25,5.0,6,6,0,504
8287,308,22,9.0,4,4,0,504
8286,308,6,16.0,2,2,0,504
8285,308,1,50.0,1,1,4,504
8322,309,26,0.0,15,15,0,505
8321,309,36,0.0,18,18,0,505
8320,309,42,0.0,19,19,0,505
8319,309,35,5.0,6,6,0,505
8318,309,27,0.0,11,11,0,505
8317,309,41,0.0,16,16,0,505
8316,309,29,0.0,17,17,0,505
8315,309,3,17.0,3,3,0,505
8314,309,32,3.0,9,9,0,505
8313,309,34,0.0,13,13,0,505
8312,309,17,5.0,7,7,0,505
8311,309,18,3.0,8,8,0,505
8310,309,39,0.0,14,14,0,505
8309,309,40,0.0,12,12,0,505
8308,309,33,1.0,10,10,0,505
8307,309,25,11.0,5,5,0,505
8306,309,22,19.0,2,2,1,505
8305,309,6,16.0,4,4,0,505
8304,309,1,50.0,1,1,4,505
8341,310,26,1.0,10,10,0,506
8340,310,36,0.0,18,18,0,506
8339,310,42,0.0,19,19,0,506
8338,310,35,5.0,7,7,0,506
8337,310,27,0.0,12,12,0,506
8336,310,41,0.0,16,16,0,506
8335,310,29,0.0,17,17,0,506
8334,310,3,33.0,2,2,1,506
8333,310,32,3.0,9,9,0,506
8332,310,34,0.0,14,14,0,506
8331,310,17,8.0,6,6,0,506
8330,310,18,3.0,8,8,0,506
8329,310,39,0.0,15,15,0,506
8328,310,40,0.0,13,13,0,506
8327,310,33,1.0,11,11,0,506
8326,310,25,11.0,5,5,0,506
8325,310,22,21.0,3,3,1,506
8323,310,1,54.0,1,1,4,506
8324,310,6,16.0,4,4,0,506
8360,311,26,1.0,10,10,0,507
8359,311,36,0.0,18,18,0,507
8358,311,42,0.0,19,19,0,507
8357,311,35,5.0,7,7,0,507
8356,311,27,0.0,12,12,0,507
8355,311,41,0.0,14,14,0,507
8354,311,29,0.0,17,17,0,507
8353,311,3,45.0,2,2,2,507
8352,311,32,3.0,9,9,0,507
8351,311,34,0.0,15,15,0,507
8350,311,17,9.0,6,6,0,507
8349,311,18,3.0,8,8,0,507
8348,311,39,0.0,16,16,0,507
8347,311,40,0.0,13,13,0,507
8346,311,33,1.0,11,11,0,507
8345,311,25,11.0,5,5,0,507
8344,311,22,21.0,4,4,1,507
8342,311,1,58.0,1,1,4,507
8343,311,6,25.0,3,3,0,507
8379,312,26,1.0,10,10,0,508
8378,312,36,0.0,18,18,0,508
8377,312,42,0.0,19,19,0,508
8376,312,35,5.0,7,7,0,508
8375,312,27,0.0,12,12,0,508
8374,312,41,0.0,14,14,0,508
8373,312,29,0.0,17,17,0,508
8372,312,3,55.0,2,2,3,508
8371,312,32,3.0,9,9,0,508
8370,312,34,0.0,15,15,0,508
8369,312,17,10.0,6,6,0,508
8368,312,18,3.0,8,8,0,508
8367,312,39,0.0,16,16,0,508
8366,312,40,0.0,13,13,0,508
8365,312,33,1.0,11,11,0,508
8364,312,25,11.0,5,5,0,508
8363,312,22,23.0,4,4,1,508
8361,312,1,67.0,1,1,4,508
8362,312,6,29.0,3,3,0,508
8398,313,26,1.0,10,10,0,509
8397,313,36,0.0,18,18,0,509
8396,313,42,0.0,19,19,0,509
8395,313,35,5.0,7,7,0,509
8394,313,27,0.0,12,12,0,509
8393,313,41,0.0,14,14,0,509
8392,313,29,0.0,17,17,0,509
8391,313,3,71.0,1,1,4,509
8390,313,32,3.0,9,9,0,509
8389,313,34,0.0,15,15,0,509
8388,313,17,13.0,5,5,0,509
8387,313,18,3.0,8,8,0,509
8386,313,39,0.0,16,16,0,509
8385,313,40,0.0,13,13,0,509
8384,313,33,1.0,11,11,0,509
8383,313,25,11.0,6,6,0,509
8382,313,22,23.0,4,4,1,509
8380,313,1,70.0,2,2,4,509
8381,313,6,33.0,3,3,0,509
8417,314,26,1.0,11,11,0,510
8416,314,36,0.0,18,18,0,510
8415,314,42,0.0,19,19,0,510
8414,314,35,5.0,7,7,0,510
8413,314,27,0.0,13,13,0,510
8412,314,41,1.0,10,10,0,510
8411,314,29,0.0,17,17,0,510
8410,314,3,81.0,2,2,4,510
8409,314,32,3.0,9,9,0,510
8408,314,34,0.0,15,15,0,510
8407,314,17,13.0,5,5,0,510
8406,314,18,3.0,8,8,0,510
8405,314,39,0.0,16,16,0,510
8404,314,40,0.0,14,14,0,510
8403,314,33,1.0,12,12,0,510
8402,314,25,11.0,6,6,0,510
8401,314,22,23.0,4,4,1,510
8399,314,1,83.0,1,1,5,510
8400,314,6,35.0,3,3,0,510
8435,315,36,0.0,17,17,0,511
8434,315,42,0.0,19,19,0,511
8433,315,35,5.0,7,7,0,511
8432,315,27,0.0,14,14,0,511
8431,315,41,1.0,10,10,0,511
8430,315,29,0.0,18,18,0,511
8429,315,3,83.0,2,2,4,511
8428,315,32,3.0,9,9,0,511
8427,315,34,1.0,11,11,0,511
8426,315,17,13.0,5,5,0,511
8425,315,18,3.0,8,8,0,511
8424,315,39,0.0,16,16,0,511
8423,315,40,0.0,15,15,0,511
8422,315,33,1.0,13,13,0,511
8421,315,25,11.0,6,6,0,511
8420,315,22,30.0,4,4,1,511
8419,315,6,35.0,3,3,0,511
8418,315,1,99.0,1,1,6,511
8436,315,26,1.0,12,12,0,511
8454,316,36,0.0,17,17,0,512
8453,316,42,0.0,19,19,0,512
8452,316,35,5.0,7,7,0,512
8451,316,27,0.0,14,14,0,512
8450,316,41,1.0,10,10,0,512
8449,316,29,0.0,18,18,0,512
8448,316,3,93.0,2,2,5,512
8447,316,32,3.0,9,9,0,512
8446,316,34,1.0,11,11,0,512
8445,316,17,13.0,5,5,0,512
8444,316,18,3.0,8,8,0,512
8443,316,39,0.0,16,16,0,512
8442,316,40,0.0,15,15,0,512
8441,316,33,1.0,13,13,0,512
8440,316,25,11.0,6,6,0,512
8439,316,22,33.0,4,4,1,512
8438,316,6,39.0,3,3,0,512
8437,316,1,108.0,1,1,6,512
8455,316,26,1.0,12,12,0,512
8474,317,26,1.0,12,12,0,513
8473,317,36,0.0,17,17,0,513
8472,317,42,0.0,19,19,0,513
8471,317,35,5.0,8,8,0,513
8470,317,27,0.0,14,14,0,513
8469,317,41,1.0,10,10,0,513
8468,317,29,0.0,18,18,0,513
8467,317,3,103.0,2,2,6,513
8466,317,32,3.0,9,9,0,513
8465,317,34,1.0,11,11,0,513
8464,317,17,13.0,5,5,0,513
8463,317,18,6.0,7,7,0,513
8462,317,39,0.0,16,16,0,513
8461,317,40,0.0,15,15,0,513
8460,317,33,1.0,13,13,0,513
8459,317,25,11.0,6,6,0,513
8458,317,22,36.0,4,4,1,513
8457,317,6,43.0,3,3,0,513
8456,317,1,114.0,1,1,6,513
8493,318,26,1.0,12,12,0,514
8492,318,36,0.0,17,17,0,514
8491,318,42,0.0,19,19,0,514
8490,318,35,5.0,8,8,0,514
8489,318,27,0.0,14,14,0,514
8488,318,41,1.0,10,10,0,514
8487,318,29,0.0,18,18,0,514
8486,318,3,117.0,1,1,7,514
8485,318,32,3.0,9,9,0,514
8484,318,34,1.0,11,11,0,514
8483,318,17,13.0,5,5,0,514
8482,318,18,6.0,7,7,0,514
8481,318,39,0.0,16,16,0,514
8480,318,40,0.0,15,15,0,514
8479,318,33,1.0,13,13,0,514
8478,318,25,11.0,6,6,0,514
8477,318,22,37.0,4,4,1,514
8476,318,6,52.0,3,3,0,514
8475,318,1,116.0,2,2,6,514
8512,319,26,1.0,12,12,0,515
8511,319,36,0.0,17,17,0,515
8510,319,42,0.0,19,19,0,515
8509,319,35,5.0,8,8,0,515
8508,319,27,0.0,14,14,0,515
8507,319,41,1.0,11,11,0,515
8506,319,29,0.0,18,18,0,515
8505,319,3,121.0,2,2,7,515
8504,319,32,3.0,9,9,0,515
8503,319,34,3.0,10,10,0,515
8502,319,17,13.0,5,5,0,515
8501,319,18,6.0,7,7,0,515
8500,319,39,0.0,16,16,0,515
8499,319,40,0.0,15,15,0,515
8498,319,33,1.0,13,13,0,515
8497,319,25,12.0,6,6,0,515
8496,319,22,37.0,4,4,1,515
8495,319,6,55.0,3,3,0,515
8494,319,1,132.0,1,1,7,515
8531,320,26,1.0,12,12,0,516
8530,320,36,0.0,17,17,0,516
8529,320,42,0.0,19,19,0,516
8528,320,35,5.0,8,8,0,516
8527,320,27,0.0,14,14,0,516
8526,320,41,1.0,11,11,0,516
8525,320,29,0.0,18,18,0,516
8524,320,3,125.0,2,2,7,516
8523,320,32,3.0,9,9,0,516
8522,320,34,3.0,10,10,0,516
8521,320,17,13.0,5,5,0,516
8520,320,18,6.0,7,7,0,516
8519,320,39,0.0,16,16,0,516
8518,320,40,0.0,15,15,0,516
8517,320,33,1.0,13,13,0,516
8516,320,25,12.0,6,6,0,516
8515,320,22,38.5,4,4,1,516
8514,320,6,55.5,3,3,0,516
8513,320,1,139.0,1,1,8,516
7633,321,41,0.0,10,10,0,485
7632,321,44,0.0,9,9,0,485
7631,321,21,0.0,8,8,0,485
7630,321,33,0.0,7,7,0,485
7629,321,18,0.0,6,6,0,485
7628,321,34,2.0,5,5,0,485
7627,321,22,3.0,4,4,0,485
7626,321,3,4.0,3,3,0,485
7625,321,25,7.0,2,2,0,485
7624,321,1,9.0,1,1,1,485
7634,321,6,0.0,11,11,0,485
7635,321,45,0.0,12,12,0,485
7636,321,35,0.0,13,13,0,485
7637,321,32,0.0,14,14,0,485
7638,321,27,0.0,15,15,0,485
7639,321,46,0.0,16,16,0,485
7640,321,39,0.0,17,17,0,485
7641,321,47,0.0,18,18,0,485
7642,321,42,0.0,19,19,0,485
7655,322,35,0.0,12,12,0,486
7654,322,45,0.0,16,16,0,486
7653,322,6,12.0,2,2,1,486
7652,322,41,0.0,13,13,0,486
7651,322,44,0.0,11,11,0,486
7650,322,21,0.0,9,9,0,486
7649,322,33,0.0,8,8,0,486
7648,322,18,0.0,7,7,0,486
7647,322,34,2.0,6,6,0,486
7646,322,22,4.0,5,5,0,486
7645,322,3,6.0,4,4,0,486
7644,322,25,7.0,3,3,0,486
7643,322,1,19.0,1,1,1,486
7656,322,32,0.0,14,14,0,486
7657,322,27,0.0,10,10,0,486
7658,322,46,0.0,17,17,0,486
7659,322,39,0.0,15,15,0,486
7660,322,47,0.0,19,19,0,486
7661,322,42,0.0,18,18,0,486
7676,323,27,0.0,10,10,0,487
7675,323,32,0.0,7,7,0,487
7674,323,35,0.0,14,14,0,487
7673,323,45,0.0,16,16,0,487
7672,323,6,15.0,3,3,1,487
7671,323,41,0.0,15,15,0,487
7670,323,44,0.0,13,13,0,487
7669,323,21,0.0,11,11,0,487
7668,323,33,0.0,9,9,0,487
7667,323,18,0.0,8,8,0,487
7666,323,34,2.0,6,6,0,487
7665,323,22,10.0,4,4,0,487
7664,323,3,15.0,2,2,1,487
7663,323,25,8.0,5,5,0,487
7662,323,1,25.0,1,1,1,487
7677,323,46,0.0,12,12,0,487
7678,323,39,0.0,17,17,0,487
7679,323,47,0.0,19,19,0,487
7680,323,42,0.0,18,18,0,487
7695,324,27,0.0,12,12,0,488
7694,324,32,0.0,9,9,0,488
7693,324,35,0.0,14,14,0,488
7692,324,45,0.0,16,16,0,488
7691,324,6,15.0,3,3,1,488
7690,324,41,0.0,15,15,0,488
7689,324,44,0.0,13,13,0,488
7688,324,21,2.0,6,6,0,488
7687,324,33,1.0,8,8,0,488
7686,324,18,0.0,10,10,0,488
7685,324,34,2.0,7,7,0,488
7684,324,22,10.0,5,5,0,488
7683,324,3,18.0,2,2,1,488
7682,324,25,14.0,4,4,0,488
7681,324,1,38.0,1,1,2,488
7696,324,46,0.0,11,11,0,488
7697,324,39,0.0,17,17,0,488
7698,324,47,0.0,19,19,0,488
7699,324,42,0.0,18,18,0,488
7715,325,46,0.0,11,11,0,489
7714,325,27,0.0,12,12,0,489
7713,325,32,1.0,8,8,0,489
7712,325,35,0.0,16,16,0,489
7711,325,45,0.0,14,14,0,489
7710,325,6,21.0,2,2,1,489
7709,325,41,0.0,13,13,0,489
7708,325,44,0.0,15,15,0,489
7707,325,21,2.0,7,7,0,489
7706,325,33,1.0,9,9,0,489
7705,325,18,0.0,10,10,0,489
7704,325,34,2.0,6,6,0,489
7703,325,22,16.0,4,4,0,489
7702,325,3,18.0,3,3,1,489
7701,325,25,14.0,5,5,0,489
7700,325,1,50.0,1,1,3,489
7716,325,39,0.0,17,17,0,489
7717,325,47,0.0,19,19,0,489
7718,325,42,0.0,18,18,0,489
7734,326,46,0.0,11,11,0,490
7733,326,27,0.0,12,12,0,490
7732,326,32,1.0,8,8,0,490
7731,326,35,0.0,14,14,0,490
7730,326,45,0.0,15,15,0,490
7729,326,6,36.0,2,2,2,490
7728,326,41,0.0,13,13,0,490
7727,326,44,0.0,16,16,0,490
7726,326,21,2.0,7,7,0,490
7725,326,33,1.0,9,9,0,490
7724,326,18,0.0,10,10,0,490
7723,326,34,2.0,6,6,0,490
7722,326,22,20.0,4,4,0,490
7721,326,3,20.0,3,3,1,490
7720,326,25,14.0,5,5,0,490
7719,326,1,54.0,1,1,3,490
7735,326,39,0.0,17,17,0,490
7736,326,47,0.0,19,19,0,490
7737,326,42,0.0,18,18,0,490
7754,327,39,0.0,17,17,0,491
7753,327,46,0.0,12,12,0,491
7752,327,27,0.0,13,13,0,491
7751,327,32,1.0,10,10,0,491
7750,327,35,0.0,14,14,0,491
7749,327,45,0.0,15,15,0,491
7748,327,6,45.0,2,2,3,491
7747,327,41,6.0,6,6,0,491
7746,327,44,0.0,16,16,0,491
7745,327,21,2.0,8,8,0,491
7744,327,33,1.0,9,9,0,491
7743,327,18,0.0,11,11,0,491
7742,327,34,2.0,7,7,0,491
7741,327,22,23.0,3,3,0,491
7740,327,3,21.0,4,4,1,491
7739,327,25,14.0,5,5,0,491
7738,327,1,60.0,1,1,3,491
7755,327,47,0.0,19,19,0,491
7756,327,42,0.0,18,18,0,491
7773,328,39,0.0,17,17,0,492
7772,328,46,0.0,12,12,0,492
7771,328,27,0.0,13,13,0,492
7770,328,32,1.0,10,10,0,492
7769,328,35,0.0,14,14,0,492
7768,328,45,0.0,15,15,0,492
7767,328,6,54.0,2,2,4,492
7766,328,41,6.0,6,6,0,492
7765,328,44,0.0,16,16,0,492
7764,328,21,2.0,8,8,0,492
7763,328,33,5.0,7,7,0,492
7762,328,18,0.0,11,11,0,492
7761,328,34,2.0,9,9,0,492
7760,328,22,25.0,4,4,0,492
7759,328,3,27.0,3,3,1,492
7758,328,25,14.0,5,5,0,492
7757,328,1,64.0,1,1,3,492
7774,328,47,0.0,19,19,0,492
7775,328,42,0.0,18,18,0,492
7792,329,39,0.0,17,17,0,493
7791,329,46,0.0,12,12,0,493
7790,329,27,0.0,13,13,0,493
7789,329,32,1.0,10,10,0,493
7788,329,35,0.0,14,14,0,493
7787,329,45,0.0,15,15,0,493
7786,329,6,57.0,2,2,4,493
7785,329,41,6.0,6,6,0,493
7784,329,44,0.0,16,16,0,493
7783,329,21,2.0,8,8,0,493
7782,329,33,5.0,7,7,0,493
7781,329,18,0.0,11,11,0,493
7780,329,34,2.0,9,9,0,493
7779,329,22,31.0,3,3,0,493
7778,329,3,30.0,4,4,1,493
7777,329,25,14.0,5,5,0,493
7776,329,1,77.0,1,1,4,493
7793,329,47,0.0,19,19,0,493
7794,329,42,0.0,18,18,0,493
7811,330,39,0.0,15,15,0,494
7810,330,46,0.0,12,12,0,494
7809,330,27,0.0,13,13,0,494
7808,330,32,3.0,8,8,0,494
7807,330,35,0.0,14,14,0,494
7806,330,45,0.0,16,16,0,494
7805,330,6,57.0,2,2,4,494
7804,330,41,6.0,6,6,0,494
7803,330,44,0.0,17,17,0,494
7802,330,21,2.0,9,9,0,494
7801,330,33,6.0,7,7,0,494
7800,330,18,0.0,11,11,0,494
7799,330,34,2.0,10,10,0,494
7798,330,22,35.0,4,4,0,494
7797,330,3,42.0,3,3,2,494
7796,330,25,14.0,5,5,0,494
7795,330,1,83.0,1,1,4,494
7812,330,47,0.0,19,19,0,494
7813,330,42,0.0,18,18,0,494
7830,331,39,0.0,16,16,0,495
7829,331,46,0.0,12,12,0,495
7828,331,27,0.0,13,13,0,495
7827,331,32,3.0,8,8,0,495
7826,331,35,0.0,14,14,0,495
7825,331,45,0.0,15,15,0,495
7824,331,6,63.0,2,2,4,495
7823,331,41,7.0,6,6,0,495
7822,331,44,0.0,17,17,0,495
7821,331,21,2.0,9,9,0,495
7820,331,33,6.0,7,7,0,495
7819,331,18,0.0,11,11,0,495
7818,331,34,2.0,10,10,0,495
7817,331,22,40.0,4,4,0,495
7816,331,3,42.0,3,3,2,495
7815,331,25,14.0,5,5,0,495
7814,331,1,96.0,1,1,5,495
7831,331,47,0.0,19,19,0,495
7832,331,42,0.0,18,18,0,495
7849,332,39,0.0,16,16,0,496
7848,332,46,0.0,12,12,0,496
7847,332,27,0.0,13,13,0,496
7846,332,32,3.0,8,8,0,496
7845,332,35,0.0,14,14,0,496
7844,332,45,0.0,15,15,0,496
7843,332,6,72.0,2,2,4,496
7842,332,41,7.0,6,6,0,496
7841,332,44,0.0,17,17,0,496
7840,332,21,2.0,9,9,0,496
7839,332,33,6.0,7,7,0,496
7838,332,18,0.0,11,11,0,496
7837,332,34,2.0,10,10,0,496
7836,332,22,40.0,4,4,0,496
7835,332,3,44.0,3,3,2,496
7834,332,25,15.0,5,5,0,496
7833,332,1,109.0,1,1,6,496
7850,332,47,0.0,19,19,0,496
7851,332,42,0.0,18,18,0,496
7868,333,39,0.0,16,16,0,497
7867,333,46,0.0,12,12,0,497
7866,333,27,0.0,13,13,0,497
7865,333,32,3.0,8,8,0,497
7864,333,35,0.0,14,14,0,497
7863,333,45,0.0,15,15,0,497
7862,333,6,85.0,2,2,5,497
7861,333,41,7.0,6,6,0,497
7860,333,44,0.0,17,17,0,497
7859,333,21,2.0,9,9,0,497
7858,333,33,6.0,7,7,0,497
7857,333,18,0.0,11,11,0,497
7856,333,34,2.0,10,10,0,497
7855,333,22,43.0,4,4,0,497
7854,333,3,44.0,3,3,2,497
7853,333,25,15.0,5,5,0,497
7852,333,1,118.0,1,1,6,497
7869,333,47,0.0,19,19,0,497
7870,333,42,0.0,18,18,0,497
7887,334,39,0.0,14,14,0,498
7886,334,46,0.0,13,13,0,498
7885,334,27,0.0,11,11,0,498
7884,334,32,3.0,8,8,0,498
7883,334,35,0.0,15,15,0,498
7882,334,45,0.0,16,16,0,498
7881,334,6,100.0,2,2,6,498
7880,334,41,7.0,6,6,0,498
7879,334,44,0.0,17,17,0,498
7878,334,21,2.0,9,9,0,498
7877,334,33,7.0,7,7,0,498
7876,334,18,0.0,12,12,0,498
7875,334,34,2.0,10,10,0,498
7874,334,22,47.0,4,4,0,498
7873,334,3,49.0,3,3,2,498
7872,334,25,15.0,5,5,0,498
7871,334,1,118.0,1,1,6,498
7888,334,47,0.0,19,19,0,498
7889,334,42,0.0,18,18,0,498
7906,335,39,0.0,14,14,0,499
7905,335,46,0.0,13,13,0,499
7904,335,27,0.0,11,11,0,499
7903,335,32,3.0,8,8,0,499
7902,335,35,0.0,15,15,0,499
7901,335,45,0.0,16,16,0,499
7900,335,6,100.0,2,2,6,499
7899,335,41,7.0,7,7,0,499
7898,335,44,0.0,17,17,0,499
7897,335,21,2.0,9,9,0,499
7896,335,33,11.0,6,6,0,499
7895,335,18,0.0,12,12,0,499
7894,335,34,2.0,10,10,0,499
7893,335,22,62.0,3,3,1,499
7892,335,3,54.0,4,4,2,499
7891,335,25,16.0,5,5,0,499
7890,335,1,118.0,1,1,6,499
7907,335,47,0.0,19,19,0,499
7908,335,42,0.0,18,18,0,499
7925,336,39,0.0,14,14,0,500
7924,336,46,0.0,13,13,0,500
7923,336,27,0.0,11,11,0,500
7922,336,32,3.0,8,8,0,500
7921,336,35,0.0,15,15,0,500
7920,336,45,0.0,16,16,0,500
7919,336,6,110.0,2,2,6,500
7918,336,41,7.0,7,7,0,500
7917,336,44,0.0,17,17,0,500
7916,336,21,2.0,9,9,0,500
7915,336,33,11.0,6,6,0,500
7914,336,18,0.0,12,12,0,500
7913,336,34,2.0,10,10,0,500
7912,336,22,71.0,3,3,2,500
7911,336,3,57.0,4,4,2,500
7910,336,25,16.0,5,5,0,500
7909,336,1,121.0,1,1,6,500
7926,336,47,0.0,19,19,0,500
7927,336,42,0.0,18,18,0,500
4046,1,6,0.0,9,9,0,804
4044,1,2,0.0,7,7,0,804
4045,1,9,0.0,8,8,0,804
4043,1,10,0.0,6,6,0,804
4042,1,5,3.0,5,5,0,804
4041,1,3,3.0,4,4,0,804
4040,1,4,4.0,3,3,0,804
4039,1,7,11.0,2,2,0,804
4038,1,23,18.0,1,1,1,804
8541,2,6,0.0,10,10,0,805
8540,2,9,1.5,7,7,0,805
8539,2,2,4.0,3,3,0,805
8538,2,10,0.0,9,9,0,805
8537,2,5,3.0,6,6,0,805
8536,2,3,3.5,5,5,0,805
8535,2,4,4.0,4,4,0,805
8534,2,7,16.5,2,2,0,805
8533,2,1,1.0,8,8,0,805
8532,2,23,25.0,1,1,2,805
8570,3,9,19.5,2,2,1,806
8567,3,5,4.0,7,7,0,806
8568,3,10,0.0,10,10,0,806
8571,3,6,0.0,9,9,0,806
8569,3,2,4.0,5,5,0,806
8566,3,3,3.5,8,8,0,806
8565,3,4,4.0,6,6,0,806
8564,3,7,18.5,3,3,0,806
8563,3,1,8.0,4,4,0,806
8562,3,23,36.0,1,1,2,806
8590,4,9,27.5,2,2,1,807
8589,4,2,4.0,6,6,0,807
8588,4,10,0.0,10,10,0,807
8587,4,5,4.0,7,7,0,807
8585,4,4,5.0,5,5,0,807
8583,4,1,13.0,4,4,0,807
8584,4,7,26.5,3,3,0,807
8591,4,6,3.0,9,9,0,807
8586,4,3,3.5,8,8,0,807
8582,4,23,50.0,1,1,3,807
8592,5,23,68.0,1,1,4,808
8593,5,1,13.0,4,4,0,808
8594,5,7,26.5,3,3,0,808
8595,5,4,9.0,5,5,0,808
8596,5,3,4.5,8,8,0,808
